,Title,Occupation,Company,Company Location,Specs,Link
935,Onshore Engineer / Operator,"['Full Time', 'On-site']",TWMA ,"Ameria, Alexandria, Egypt ",Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Oil & Gas · Mechanical Engineering · Electrical Engineer · Engineering · Petroleum Engineering · Oil · CNC,https://wuzzuf.net/jobs/p/exJCpfN6IIY3-Onshore-Engineer-Operator-TWMA-Alexandria-Egypt
936,Supply Chain Section Head,"['Full Time', 'On-site']",Confidential ,"Nasr City, Cairo, Egypt ",Experienced · 7 - 10 Yrs of Exp · males_only · Logistics/Supply Chain · Purchasing/Procurement · Supply Chain · Procurement · Supply · Shipping · supply chain management · Sales Forecasting,https://wuzzuf.net/jobs/p/9oJmLL8TDSg5-Supply-Chain-Section-Head-Cairo-Egypt
937,Electrical Maintenance Engineer,"['Full Time', 'On-site']",idaco ,"Giza, Giza, Egypt ",Experienced · 4 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical Maintenance · Electrical Engineering · Maintenance Engineer · PLC · HMI,https://wuzzuf.net/jobs/p/SZysbIk8Dvzj-Electrical-Maintenance-Engineer-idaco-Giza-Egypt
938,Senior Oracle Techno-Functional Consultant (SCM/MFG Discrete),"['Full Time', 'On-site']",idaco ,"Giza, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Oracle · SCM · Techno-Functional Consultant · Computer Science · Oracle E-Business Suite · Oracle e-Business · Information Technology (IT),https://wuzzuf.net/jobs/p/gI8jT812SwEX-Senior-Oracle-Techno-Functional-Consultant-SCMMFG-Discrete-idaco-Giza-Egypt
939,Account Manager - Marketing Agency,"['Full Time', 'On-site']",Intelligent for field Marketing ,"Nasr City, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · Human Resources · Marketing/PR/Advertising · Account Management · Communication · business · Management · Marketing,https://wuzzuf.net/jobs/p/GUncpgEuekIi-Account-Manager---Marketing-Agency-Intelligent-for-field-Marketing-Cairo-Egypt
940,Regional Manager,"['Full Time', 'On-site']",Adamco Pharm ,"Giza, Egypt ",Senior Management · 10+ Yrs of Exp · Operations/Management · Regional Manager · MEDICINE · Sales · sales skills · Regional · Sales Target · Science · Vet · Management,https://wuzzuf.net/jobs/p/J1vdj6HoZ06D-Regional-Manager-Adamco-Pharm-Giza-Egypt
941,OD Senior Specialist,"['Full Time', 'On-site']",City Glass ,"Heliopolis, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · Human Resources · Organizational Development · Human Resources (HR),https://wuzzuf.net/jobs/p/9qeJh4rHtFFw-OD-Senior-Specialist-City-Glass-Cairo-Egypt
942,Operation and Maintenance Manager,"['Full Time', 'On-site']",COLAS RAIL Egypt ,"Sheraton, Cairo, Egypt ",Manager · 6 - 8 Yrs of Exp · Operations/Management · Engineering · Maintenance · operation · Management,https://wuzzuf.net/jobs/p/hKGHSFqC6tRJ-Operation-and-Maintenance-Manager-COLAS-RAIL-Egypt-Cairo-Egypt
943,Payroll & Personnel Manager,"['Full Time', 'On-site']",MSC – MEDITERRANEAN SHIPPING AGENCY EGY ,"Alexandria, Egypt ",Manager · 10 - 15 Yrs of Exp · males_only · Human Resources · Human Resources (HR) · Payroll · Personnel,https://wuzzuf.net/jobs/p/vBeWG9I3qcME-Payroll-Personnel-Manager-MSC-–-MEDITERRANEAN-SHIPPING-AGENCY-EGY-Alexandria-Egypt
944,Procurement Manager,"['Full Time', 'On-site']",Confidential ,"Heliopolis, Cairo, Egypt ",Manager · 5 - 8 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Procurement · Management · Communication skills · Supply Chain · Purchasing · Logistics · supply chain management,https://wuzzuf.net/jobs/p/zwJeetRPLCOs-Procurement-Manager-Cairo-Egypt
945,Sales Horeca Supervisor (Food Service),"['Full Time', 'On-site']",Outservingplus ,"Giza, Egypt ",Manager · 5 - 7 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · business · Communication · CRM · Customer Service · HORECA · Hospitality · Leadership,https://wuzzuf.net/jobs/p/eYGlHaKOi6lY-Sales-Horeca-Supervisor-Food-Service-Outservingplus-Giza-Egypt
946,"Production Manager - Steel Sections, Angles","['Full Time', 'On-site']",Al Ola steel Group ,"6th of October, Giza, Egypt ",Manager · 10 - 20 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Mechanical/Electrical · English · Engineering · Lean manufacturing · Production Management · Manufacturing · Production · Planning,https://wuzzuf.net/jobs/p/d9AqR063x6Sz-Production-Manager---Steel-Sections-Angles-Al-Ola-steel-Group-Giza-Egypt
947,"Marketing , Social Media and Web Master Officer","['Full Time', 'On-site']",Eduhive ,"Bolkly, Alexandria, Egypt ",Experienced · 2 - 15 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Business Administration · Communication · Digital · Digital Marketing · digital marketing · E-Marketing · Marketing · media,https://wuzzuf.net/jobs/p/YGCNiTQoQ2o2-Marketing-Social-Media-and-Web-Master-Officer-Eduhive-Alexandria-Egypt
948,Head of Stage (British School),"['Full Time', 'On-site']",Manhattan Schools ,"Maadi, Cairo, Egypt ",Experienced · 5 - 8 Yrs of Exp · Education/Teaching · Teaching · Academic · Education,https://wuzzuf.net/jobs/p/idnPxazKsrUg-Head-of-Stage-British-School-Manhattan-Schools-Cairo-Egypt
949,Sales & Marketing Executive Manager,"['Full Time', 'Hybrid']",Confidential ,"Badr City, Cairo, Egypt ",Manager · 10 - 20 Yrs of Exp · males_preferred · Marketing/PR/Advertising · Sales/Retail · Management · Marketing · Sales · sales skills · business · Market Research · Sales Target · CRM,https://wuzzuf.net/jobs/p/4ZOEur7Fbvdl-Sales-Marketing-Executive-Manager-Cairo-Egypt
950,Sales and Promotion Manager (Beheira),"['Full Time', 'On-site']",GPS ,"Beheira, Egypt ",Manager · 7 - 10 Yrs of Exp · Operations/Management · Sales/Retail · Sales · Sales Management · sales skills · Business Administration · Sales Target,https://wuzzuf.net/jobs/p/ZyeURmz8DZuz-Sales-and-Promotion-Manager-Beheira-GPS-Beheira-Egypt
951,Sales and Promotion Manager (Kafr Alsheikh),"['Full Time', 'On-site']",GPS ,"Kafr Alsheikh, Egypt ",Manager · 7 - 10 Yrs of Exp · Operations/Management · Sales/Retail · Sales Management · Sales · sales skills · Sales Target · Business Administration,https://wuzzuf.net/jobs/p/gmYUr27tKfls-Sales-and-Promotion-Manager-Kafr-Alsheikh-GPS-Kafr-Alsheikh-Egypt
952,Sales and Promotion Manager (Aswan),"['Full Time', 'On-site']",GPS ,"Aswan, Egypt ",Manager · 7 - 10 Yrs of Exp · Operations/Management · Sales/Retail · Sales Management · Sales,https://wuzzuf.net/jobs/p/eGVhsccwy3Sr-Sales-and-Promotion-Manager-Aswan-GPS-Aswan-Egypt
953,Sales and Promotion Manager (Assiut),"['Full Time', 'On-site']",GPS ,"Assiut, Egypt ",Manager · 7 - 10 Yrs of Exp · Operations/Management · Sales/Retail · Business Administration · Sales · Outdoor Sales · Sales Management · Management,https://wuzzuf.net/jobs/p/LdTZtcYv1ACZ-Sales-and-Promotion-Manager-Assiut-GPS-Assiut-Egypt
954,E-commerce Operations Specialist,"['Full Time', 'On-site']",Confidential ,"Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Business Development · Operations/Management · Sales/Retail · Administration · Commerce · Communication · Customer Service · E-Commerce · E-Marketing · Logistics,https://wuzzuf.net/jobs/p/M7epjz7casWW-E-commerce-Operations-Specialist-Cairo-Egypt
955,Quality Manager,"['Full Time', 'On-site']",Confidential ,"10th of Ramadan City, Sharqia, Egypt ",Manager · 15 - 20 Yrs of Exp · Operations/Management · Quality · Agriculture · Engineering · Quality Control · English · Quality Assurance · Food · Health · Safety,https://wuzzuf.net/jobs/p/8QawCSoIN6oy-Quality-Manager-Sharqia-Egypt
956,Consumer Marketing Intern,"['Internship', 'On-site']",Cleopatra Hospitals Group ,"New Cairo, Cairo, Egypt ",Entry Level · Marketing/PR/Advertising · Marketing · business · Social Media,https://wuzzuf.net/internship/J4bui2QB47N4-Consumer-Marketing-Intern-Cleopatra-Hospitals-Group-Cairo-Egypt
957,Marketing Director,"['Full Time', 'On-site']",Apache development  ,"Cairo, Egypt ",Senior Management · 6 - 10 Yrs of Exp · Marketing/PR/Advertising · Marketing · Online Marketing · Marketing Online · Communication · Real Estate · Market Research,https://wuzzuf.net/jobs/p/HhSmVgtx6Pam-Marketing-Director-Apache-development-Cairo-Egypt
958,Electrical Engineer,"['Full Time', 'On-site']",Confidential ,"Kit Kat, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · males_only · Engineering - Mechanical/Electrical · Electrical Engineer · Electrical Engineering · Engineering · Electrical,https://wuzzuf.net/jobs/p/ITZcssqx8Wmp-Electrical-Engineer-Giza-Egypt
959,RPA Developer,"['Full Time', 'Shift Based', 'On-site']",alfanar ,"Sheraton, Cairo, Egypt ",Entry Level · 0 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · English · Information Technology (IT) · Computer Science · RPA · Software Development · uipath · Programming,https://wuzzuf.net/jobs/p/rQB3674enPhw-RPA-Developer-alfanar-Cairo-Egypt
960,Quality Control Manager - 10th Of Ramadan,"['Full Time', 'On-site']",Good Seal Packaging   ,"Cairo, Egypt ",Manager · 10+ Yrs of Exp · Quality · Quality Control · quality · Control · Manager · Communication · Quality Assurance · ISO,https://wuzzuf.net/jobs/p/Sd4TFVuCKEHx-Quality-Control-Manager---10th-Of-Ramadan-Good-Seal-Packaging-Cairo-Egypt
961,R&D Specialist,"['Full Time', 'On-site']",Zeta Pharma ,"Alsadat City, Monufya, Egypt ",Entry Level · 1 - 2 Yrs of Exp · R&D/Science · Pharmaceutical · R&D · Science · Pharmaceutical · Research,https://wuzzuf.net/jobs/p/VB0QyiKKBdS0-RD-Specialist-Zeta-Pharma-Monufya-Egypt
962,Project Engineer,"['Full Time', 'On-site']",Dakahlia Group ,"Alsadat City, Monufya, Egypt ",Experienced · 5 - 8 Yrs of Exp · Project/Program Management · Mechanical Engineering · Engineering · Project · Projects · Project Management,https://wuzzuf.net/jobs/p/jnmwAJhFEMxm-Project-Engineer-Dakahlia-Group-Monufya-Egypt
963,Human Resource Business Partner Supervisor,"['Full Time', 'On-site']",Confidential ,"Nasr City, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · Human Resources · Communication · Human Resources (HR) · Employee Engagement,https://wuzzuf.net/jobs/p/3HjZ9chIsgXx-Human-Resource-Business-Partner-Supervisor-Cairo-Egypt
964,Purchasing Specialist,"['Full Time', 'On-site']",NTS Group ,"Downtown, Cairo, Egypt ",Experienced · 8+ Yrs of Exp · Hospitality/Hotels/Food Services · Purchasing/Procurement · Purchasing · Hospitality,https://wuzzuf.net/jobs/p/tmHdeXEEzt2g-Purchasing-Specialist-NTS-Group-Cairo-Egypt
965,SEO Marketing Specialist,"['Full Time', 'Remote']",Click Typhoon ,"Milton, Canada ",Experienced · 6+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · seo · search engine optimization,https://wuzzuf.net/jobs/p/psqzQy1KT52C-SEO-Marketing-Specialist-Click-Typhoon-Milton-Canada
966,Supply Chain Specialist,"['Full Time', 'On-site']",Confidential ,"10th of Ramadan City, Cairo, Egypt ",Entry Level · 1 - 2 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Logistics · Procurement · Supply · Purchasing · Supply Chain,https://wuzzuf.net/jobs/p/gf47Br36Oica-Supply-Chain-Specialist-Cairo-Egypt
967,Sr PL SQL Developer,['Full Time'],ITC Infotech ,"Dubai, United Arab Emirates ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · sql · oracle · pl · database · programming,https://wuzzuf.net/jobs/p/g/UrNAJetCYYl6-Sr-PL-SQL-Developer-ITC-Infotech-Dubai-United-Arab-Emirates
968,Electrical Engineer (Farm),"['Full Time', 'On-site']",Confidential ,"Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering - Other · Electrical Engineer · Communication · Mechanical Engineering · Electrical Engineering · Electrical manufacturing · Safety · Electrical,https://wuzzuf.net/jobs/p/71iMpejnQsYm-Electrical-Engineer-Farm-Cairo-Egypt
969,Planning Area Managerr,"['Full Time', 'On-site']",REDCON Construction Co. S.A.E ,"New Cairo, Cairo, Egypt ",Manager · 15 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · pcs · Planning · Project Cost Control · projects control · PMO,https://wuzzuf.net/jobs/p/W6u59bylQwGD-Planning-Area-Managerr-REDCON-Construction-Co-S-A-E-Cairo-Egypt
970,Purchasing Manager,"['Full Time', 'On-site']",Confidential ,"Heliopolis, Cairo, Egypt ",Manager · 7 - 10 Yrs of Exp · males_only · Administration · Purchasing/Procurement · Administration · Negotiation · Purchasing · Business Administration · supply chain management · business · Logistics · Management,https://wuzzuf.net/jobs/p/LhpQwd87Hqkw-Purchasing-Manager-Cairo-Egypt
971,Product Marketing Manager,"['Full Time', 'On-site']",Tafeel ,"Nasr City, Cairo, Egypt ",Manager · 5 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Marketing/PR/Advertising · Marketing Management · Product Development · Software · Market Research · SEM · Product Marketing · Social Media,https://wuzzuf.net/jobs/p/D4NqzD156Is6-Product-Marketing-Manager-Tafeel-Cairo-Egypt
972,Senior Supply Chain Specialist,"['Full Time', 'On-site']",Beko ,"New Cairo, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · Logistics/Supply Chain · Communication · Logistics · Supply · Supply Chain,https://wuzzuf.net/jobs/p/8ICoNkD0LaBL-Senior-Supply-Chain-Specialist-Beko-Cairo-Egypt
973,Network Engineer,['Full Time'],Intrepid ,"Doha, Qatar ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Networking · Computer Engineering · Networks · Installation,https://wuzzuf.net/jobs/p/g/aWvNEeE6oAdn-Network-Engineer-Intrepid-Doha-Qatar
974,E-commerce Senior Executive,['Full Time'],Rafhealth ,"Doha, Qatar ",Experienced · Customer Service/Support · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Commerce · Marketing · Social Media · Digital Marketing · E-marketing · Media · SEO,https://wuzzuf.net/jobs/p/g/UdeFPfGKJ9ql-E-commerce-Senior-Executive-Rafhealth-Doha-Qatar
975,Global Reliability Technician,['Full Time'],Smiths Detection ,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · engineering · computer science · information technology (it) · mechanical engineering · maintenance · quality · english,https://wuzzuf.net/jobs/p/g/WVTrEKF4s2Xb-Global-Reliability-Technician-Smiths-Detection-Dubai-United-Arab-Emirates
976,Personnel Section Head,"['Full Time', 'On-site']",Just HR ,"Nasr City, Cairo, Egypt ",Manager · 7 - 10 Yrs of Exp · Human Resources · Business Administration · Human Resources · HR · Personnel Management · Automotive · Management,https://wuzzuf.net/jobs/p/SMrtlulfPqNW-Personnel-Section-Head-Just-HR-Cairo-Egypt
977,HR Specialist,"['Full Time', 'On-site']",Confidential ,"Maadi, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · Human Resources · Employee Relations · HR · Human Resources (HR) · Personnel · Recruitment · Talent acquisition · Oracle,https://wuzzuf.net/jobs/p/KU0mdXVFi0Yj-HR-Specialist-Cairo-Egypt
